date,company,state,zip,product,sub_product,issue,sub_issue,consumer_complaint,company_response,tags,submitted_via,company_response_to_consumer,timely_response,consumer_disputed,ID
11/15/15,ALLY FINANCIAL INC.,FL,331XX,Consumer Loan,Vehicle lease,Managing the loan or lease,,"I leased a Regal Buick XX/XX/XXXX, 3 years ago through Ally. The term of the lease was 36 months with XXXX miles per year. I returned the car 2 months ago ( XX/XX/XXXX ) with only XXXX miles. I had still 2 months to terminate the lease and I was aware that I had to paid the remaining lease months, and I did. I left the car in an excellent condition with the normal use/ware of 3 years or XXXX miles. Ally did the inspection and determine that I had to pay for the tires. I paid on time all the lease payments and took very good care of that car, I consider an abuse from Ally to request that I pay them for new tires ( {$940.00} ) when I even under use the car ( XXXX miles less that the contract ) and was return in spotless condition.",Company chooses not to provide a public response,,Web,Closed with explanation,Yes,No,1655774
2/26/14,U.S. BANCORP,CA,92277,Credit card,,Other,,,,,Web,Closed with explanation,Yes,Yes,733527
8/29/16,"EQUIFAX, INC.",VA,238XX,Credit reporting,,Incorrect information on credit report,Account terms,"From onset to XX/XX/XXXX I disputed XXXX US Dept of ED Student loans ( accounts # XXXX XXXX, opened on XX/XX/XXXX ) at multiple levels up to the US Dept of Ed OIG as they were fraud/Identity theft ; to my bewilderment, no resolution, forced collection and offset forced my consolidation in XXXX/XXXX/XXXX. On top being forced to take responsibility for fraudulent loans, I am now having these accounts re-aged. For clarity, there are XXXX loans each consisting of XXXX, the servicer, XXXX, the guarantor, and US depart of ED, the lender/collection agency. The credit bureaus and FCRA clearly state that for collection accounts included defaulted student loans the negative information ( collection/default ) will remain on your credit report up to 7 years from the date of the first delinquency leading to collection/default ( Documents XXXX and XXXX ). As noted of Document XXXX, my XXXX credit report dated XXXX/XXXX/XXXX, the account history with the servicer ( XXXX ) for XXXX loans clearly states the date of my first delinquency leading to collection/default "" 30 days past due "" as of XXXX XXXX '' ( Document XXXX ) and Document XXXX ( XXXX in XXXX report on XX/XX/XXXX with history from XXXX and XXXX reporting such. Oddly Equifax is not ) with removal date of XXXX XXXX. Back to Document XXXX, once in default the guarantor, XXXX is also reporting both accounts on my credit report as opened/defaulted/collection on XXXX XXXX. However this is not the date the seven year clock starts as again the date of first delinquency was as previously stated "" as of XXXX XXXX ''. Furthermore as reported on the same account info with the XXXX, the date of removal is not 7 years form collection but to continue on record to XXXX XXXX, in agreement with the original date of delinquency. ( Document XXXX ). I received correspondence from the director of the guarantor agency as I was continuing to dispute the accounts as fraud and provide documentation ( Document XXXX ) Again the date of first delinquency is clear on XXXX XXXX and XXXX of XXXX XXXX. As seen in document XXXX, the XXXX accounts were now in collection with the Dept of ED on my Equifax credit reports of XXXX/XXXX/XXXX and up to XXXX/XXXX/XXXX the original date of delinquency was that of XXXX XXXX. ( Note- As of the XXXX XXXX XXXX XXXX accounts had already fallen off my XXXX credit report yet, oddly, only XXXX of the XXXX loans had fallen off my XXXX report ( I will come back to XXXX in one moment ). As seen in document XXXX, however, between XXXX/XXXX/XXXX and XXXX/XXXX/XXXX as seen on my Equifax credit reports when the date the accounts should be falling off my Equifax credit report was approaching the date of first delinquency changed for both accounts to XXXX XXXX as did the entire payment history. I.e. the accounts were reaged. I disputed the XXXX XXXX account again whose investigation results are seen in document XXXX, which now had no history, and updated status, but a message to contact the creditor. I also disputed XXXX accounts through Equifax and my current report is seen in XXXX XXXX. Although the status is stating reinvestigation in process I have contacted XXXX the creditor at the number provided by XXXX and Equifax and all calls were recorded. In short, XXXX informed me the account will be removed on XXXX XXXX of this year. Despite providing the documentation to Equifax, and how the account was updated by their own bureau they put the blame on the creditor. The creditor was extremely rude, claimed not to be the one who verified the dispute, would not inform me who is verifying the information nor whom to contact and blamed it on the bureau ( Equifax ). I can provide all recordings if needed. I am asking that Equifax remove these accounts immediately as according to the FCRA and their own reports the original date of delinquency has been re-aged and accounts should have fallen off report a month ago. Thank you for your assistance. 
XXXX XXXX XXXX, XXXX",,,Web,Closed with explanation,Yes,No,2085523
1/24/15,SYNCHRONY FINANCIAL,OH,43065,Credit card,,Credit determination,,,,,Postal mail,Closed with explanation,Yes,No,1207811
2/7/14,JPMORGAN CHASE & CO.,OR,97202,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,,Web,Closed with explanation,Yes,No,703645
3/30/16,Ditech Financial LLC,NY,11207,Consumer Loan,Vehicle loan,Managing the loan or lease,,,Company believes complaint caused principally by actions of third party outside the control or direction of the company,,Web,Closed with explanation,Yes,No,1856076
11/25/12,WELLS FARGO & COMPANY,TX,77273,Bank account or service,Checking account,"Account opening, closing, or management",,,,,Web,Closed with explanation,Yes,Yes,196661
9/2/16,"SELECT PORTFOLIO SERVICING, INC.",TX,770XX,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,"My mortgage servicing company, Select Portfolio Servicing, received my payment on XXXX XXXX, 2016 electronically from my bank. Funds were applied to my conventional mortgage on XXXX XXXX, 2016 XXXX day after electronic receipt, although they were applied incorrectly. The payment submitted was {$28000.00}, of which {$3200.00} was for the regular payment and the remainder for principal reduction ; for this it was noted as "" other payment '' on their web site, the only option available. The payment applied was {$3200.00} for the scheduled payment and {$5000.00} in principal reduction ; the remaining {$20000.00} was noted in the payment since it was a single electronic payment but the amount does not show in the accounting of the mortgage. In particular, the mortgage principal shows a reduction of {$5000.00} only. Several calls have been made, with the most recent saying it will take XXXX5 business days to apply this ; unfortunately, this is contrary to Federal law requiring payments be applied on the day received. Their mishandling has incurred extra interest charges since the principal was not reduced. Additionally, they changed the next payment date, apparently with a policy to pay up to two months ahead with extra payments instead of applying to principal ; this was not provided in any documents or truth in lending, and results in the customer paying higher interest for the loan which is disturbing when Select Portfolio Servicing , Inc. already maintains an escrow account with has more than a months payment in it.",Company believes it acted appropriately as authorized by contract or law,,Web,Closed with explanation,Yes,No,2093978
9/14/15,ENCORE CAPITAL GROUP INC.,OH,45133,Debt collection,I do not know,Communication tactics,Frequent or repeated calls,,,,Web,Closed with explanation,Yes,No,1562750
1/6/17,JPMORGAN CHASE & CO.,NJ,7974,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,,,,Web,Closed with explanation,Yes,No,2278995
4/6/17,JPMORGAN CHASE & CO.,WI,54915,Credit card,,Identity theft / Fraud / Embezzlement,,,,,Web,Closed with non-monetary relief,Yes,No,2421108
12/11/13,CAPITAL ONE FINANCIAL CORPORATION,VA,24012,Consumer Loan,Vehicle loan,Problems when you are unable to pay,,,,,Web,Closed with monetary relief,Yes,No,630019
3/25/15,CNG FINANCIAL CORPORATION,WA,985XX,Debt collection,Payday loan,Taking/threatening an illegal action,Threatened arrest/jail if do not pay,"I had a lady calling me asking if I was this person I said who is this she goes I 'm a secretary let me transfer you to the investigator while I was waiting you can hear a beeping like she was calling XXXX way.Same lady gets on the phone and started harassing me over an old payday loan telling me I 'm going to have a felony warrant out for my arrest for fraud. I used my old roommates credit card to pay what I could back in XX/XX/2012. Well she was stating she is having my old roommate charged with fraud also because I used his credit card. I called local police department and told the officer what was going on and the officer told me I can not be arrested over a payday loan because its a civil matter. The lady said she works for XXXX and associates. I googled the phone number and it came back with a bunch more phone numbers. The phone number they called me with is XXXX. The only company with the name is a construction company in XXXX, Washington. She is harassing my family and friends.She threatened to have my child taken away from me. Instant panic and crying. I googled the XXXX law associates and the BBB has XXXX complaints against XXXX XXXX XXXX",,,Web,Closed with explanation,Yes,No,1301077
8/4/16,"Convergent Resources, Inc.",IL,606XX,Debt collection,I do not know,Cont'd attempts collect debt not owed,Debt is not mine,"Entity describing itself as CONVERGENT OUTSOURCING : Daily -- and some days twice daily -- computer calls to my telephone leaving a message that I owe a debt and asking that I call. When I call, I am put on hold or given excuses -- THEY HAVE NEVER IDENTIFIED THE DEBT THAT THEY ARE TRYING TO COLLECT. To my knowledge, I owe no debt. My credit rating is superb and I have not received any type of written notice regarding any debt. I have been at my current address for more than 12 years -- thus, if any debt exists, a written notice should have arrived. None has.",,Older American,Web,Closed with explanation,Yes,Yes,2046040
12/21/16,TCF NATIONAL BANK,MI,48327,Bank account or service,Savings account,"Account opening, closing, or management",,,Company believes it acted appropriately as authorized by contract or law,,Referral,Closed with monetary relief,Yes,No,2259495
12/4/13,E*TRADE BANK,CA,92673,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,,Web,Closed with non-monetary relief,Yes,No,622200
9/16/13,NATIONSTAR MORTGAGE,MD,20677,Mortgage,Reverse mortgage,"Loan servicing, payments, escrow account",,,,Servicemember,Web,Closed with explanation,Yes,No,529221
3/21/13,U.S. BANCORP,NV,89510,Credit card,,APR or interest rate,,,,Older American,Web,Closed with explanation,Yes,No,362511
10/7/15,WELLS FARGO & COMPANY,NJ,8360,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,,Company chooses not to provide a public response,,Referral,Closed with explanation,Yes,No,1597158
11/10/14,"Harvard Collections, LLC",SC,29707,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,,,"Older American, Servicemember",Phone,Closed with explanation,No,No,1109733
